"","key","clid","cl_label"
"55691","mucosa of organ of vesical neck","UBERON:0005010","mucosa of neck of urinary bladder"
"55692","mucosa of urinary bladder neck","UBERON:0005010","mucosa of neck of urinary bladder"
"55693","mucosa of vesical neck","UBERON:0005010","mucosa of neck of urinary bladder"
"55694","mucous membrane of bladder neck","UBERON:0005010","mucosa of neck of urinary bladder"
"55695","mucous membrane of neck of bladder","UBERON:0005010","mucosa of neck of urinary bladder"
"55696","mucous membrane of neck of urinary bladder","UBERON:0005010","mucosa of neck of urinary bladder"
"55697","mucous membrane of urinary bladder neck","UBERON:0005010","mucosa of neck of urinary bladder"
"55698","mucous membrane of vesical neck","UBERON:0005010","mucosa of neck of urinary bladder"
"55699","neck of bladder mucosa","UBERON:0005010","mucosa of neck of urinary bladder"
"55700","neck of bladder mucosa of organ","UBERON:0005010","mucosa of neck of urinary bladder"
"55701","neck of bladder mucous membrane","UBERON:0005010","mucosa of neck of urinary bladder"
"55702","neck of bladder organ mucosa","UBERON:0005010","mucosa of neck of urinary bladder"
"55703","neck of urinary bladder mucosa","UBERON:0005010","mucosa of neck of urinary bladder"
"55704","neck of urinary bladder mucosa of organ","UBERON:0005010","mucosa of neck of urinary bladder"
"55705","neck of urinary bladder mucous membrane","UBERON:0005010","mucosa of neck of urinary bladder"
"55706","neck of urinary bladder organ mucosa","UBERON:0005010","mucosa of neck of urinary bladder"
"55707","organ mucosa of bladder neck","UBERON:0005010","mucosa of neck of urinary bladder"
"55708","organ mucosa of neck of bladder","UBERON:0005010","mucosa of neck of urinary bladder"
"55709","organ mucosa of neck of urinary bladder","UBERON:0005010","mucosa of neck of urinary bladder"
"55710","organ mucosa of urinary bladder neck","UBERON:0005010","mucosa of neck of urinary bladder"
"55711","organ mucosa of vesical neck","UBERON:0005010","mucosa of neck of urinary bladder"
"55712","urinary bladder neck mucosa","UBERON:0005010","mucosa of neck of urinary bladder"
"55713","urinary bladder neck mucosa of organ","UBERON:0005010","mucosa of neck of urinary bladder"
"55714","urinary bladder neck mucous membrane","UBERON:0005010","mucosa of neck of urinary bladder"
"55715","vesical neck mucosa","UBERON:0005010","mucosa of neck of urinary bladder"
"55716","vesical neck mucosa of organ","UBERON:0005010","mucosa of neck of urinary bladder"
"55717","vesical neck mucous membrane","UBERON:0005010","mucosa of neck of urinary bladder"
"55718","vesical neck organ mucosa","UBERON:0005010","mucosa of neck of urinary bladder"
"55719","mucosa of organ of right fallopian tube","UBERON:0005011","mucosa of right fallopian tube"
"55720","mucosa of organ of right oviduct","UBERON:0005011","mucosa of right fallopian tube"
"55721","mucosa of organ of right uterine tube","UBERON:0005011","mucosa of right fallopian tube"
"55722","mucosa of right oviduct","UBERON:0005011","mucosa of right fallopian tube"
"55723","mucosa of right uterine tube","UBERON:0005011","mucosa of right fallopian tube"
"55724","mucous membrane of right fallopian tube","UBERON:0005011","mucosa of right fallopian tube"
"55725","mucous membrane of right oviduct","UBERON:0005011","mucosa of right fallopian tube"
"55726","mucous membrane of right uterine tube","UBERON:0005011","mucosa of right fallopian tube"
"55727","organ mucosa of right fallopian tube","UBERON:0005011","mucosa of right fallopian tube"
"55728","organ mucosa of right oviduct","UBERON:0005011","mucosa of right fallopian tube"
"55729","organ mucosa of right uterine tube","UBERON:0005011","mucosa of right fallopian tube"
"55730","right fallopian tube mucosa","UBERON:0005011","mucosa of right fallopian tube"
"55731","right fallopian tube mucosa of organ","UBERON:0005011","mucosa of right fallopian tube"
"55732","right fallopian tube mucous membrane","UBERON:0005011","mucosa of right fallopian tube"
"55733","right fallopian tube organ mucosa","UBERON:0005011","mucosa of right fallopian tube"
"55734","right oviduct mucosa","UBERON:0005011","mucosa of right fallopian tube"
"55735","right oviduct mucosa of organ","UBERON:0005011","mucosa of right fallopian tube"
"55736","right oviduct mucous membrane","UBERON:0005011","mucosa of right fallopian tube"
"55737","right oviduct organ mucosa","UBERON:0005011","mucosa of right fallopian tube"
"55738","right uterine tube mucosa","UBERON:0005011","mucosa of right fallopian tube"
"55739","right uterine tube mucosa of organ","UBERON:0005011","mucosa of right fallopian tube"
"55740","right uterine tube mucous membrane","UBERON:0005011","mucosa of right fallopian tube"
"55741","right uterine tube organ mucosa","UBERON:0005011","mucosa of right fallopian tube"
"55742","left fallopian tube mucosa","UBERON:0005012","mucosa of left fallopian tube"
"55743","left fallopian tube mucosa of organ","UBERON:0005012","mucosa of left fallopian tube"
"55744","left fallopian tube mucous membrane","UBERON:0005012","mucosa of left fallopian tube"
"55745","left fallopian tube organ mucosa","UBERON:0005012","mucosa of left fallopian tube"
"55746","left oviduct mucosa","UBERON:0005012","mucosa of left fallopian tube"
"55747","left oviduct mucosa of organ","UBERON:0005012","mucosa of left fallopian tube"
"55748","left oviduct mucous membrane","UBERON:0005012","mucosa of left fallopian tube"
"55749","left oviduct organ mucosa","UBERON:0005012","mucosa of left fallopian tube"
"55750","left uterine tube mucosa","UBERON:0005012","mucosa of left fallopian tube"
"55751","left uterine tube mucosa of organ","UBERON:0005012","mucosa of left fallopian tube"
"55752","left uterine tube mucous membrane","UBERON:0005012","mucosa of left fallopian tube"
"55753","left uterine tube organ mucosa","UBERON:0005012","mucosa of left fallopian tube"
"55754","mucosa of left oviduct","UBERON:0005012","mucosa of left fallopian tube"
"55755","mucosa of left uterine tube","UBERON:0005012","mucosa of left fallopian tube"
"55756","mucosa of organ of left fallopian tube","UBERON:0005012","mucosa of left fallopian tube"
"55757","mucosa of organ of left oviduct","UBERON:0005012","mucosa of left fallopian tube"
"55758","mucosa of organ of left uterine tube","UBERON:0005012","mucosa of left fallopian tube"
"55759","mucous membrane of left fallopian tube","UBERON:0005012","mucosa of left fallopian tube"
"55760","mucous membrane of left oviduct","UBERON:0005012","mucosa of left fallopian tube"
"55761","mucous membrane of left uterine tube","UBERON:0005012","mucosa of left fallopian tube"
"55762","organ mucosa of left fallopian tube","UBERON:0005012","mucosa of left fallopian tube"
"55763","organ mucosa of left oviduct","UBERON:0005012","mucosa of left fallopian tube"
"55764","organ mucosa of left uterine tube","UBERON:0005012","mucosa of left fallopian tube"
"55765","male urethra mucosa","UBERON:0005013","mucosa of male urethra"
"55766","male urethra mucosa of organ","UBERON:0005013","mucosa of male urethra"
"55767","male urethra mucous membrane","UBERON:0005013","mucosa of male urethra"
"55768","male urethra organ mucosa","UBERON:0005013","mucosa of male urethra"
"55769","mucosa of organ of male urethra","UBERON:0005013","mucosa of male urethra"
"55770","mucous membrane of male urethra","UBERON:0005013","mucosa of male urethra"
"55771","organ mucosa of male urethra","UBERON:0005013","mucosa of male urethra"
"55772","female urethra mucosa","UBERON:0005014","mucosa of female urethra"
"55773","female urethra mucosa of organ","UBERON:0005014","mucosa of female urethra"
"55774","female urethra mucous membrane","UBERON:0005014","mucosa of female urethra"
"55775","female urethra organ mucosa","UBERON:0005014","mucosa of female urethra"
"55776","mucosa of organ of female urethra","UBERON:0005014","mucosa of female urethra"
"55777","mucous membrane of female urethra","UBERON:0005014","mucosa of female urethra"
"55778","organ mucosa of female urethra","UBERON:0005014","mucosa of female urethra"
"55779","mucosa of organ of prostatic part of urethra","UBERON:0005015","mucosa of prostatic urethra"
"55780","mucosa of organ of prostatic urethra","UBERON:0005015","mucosa of prostatic urethra"
"55781","mucosa of prostatic part of urethra","UBERON:0005015","mucosa of prostatic urethra"
"55782","mucous membrane of prostatic part of urethra","UBERON:0005015","mucosa of prostatic urethra"
"55783","mucous membrane of prostatic urethra","UBERON:0005015","mucosa of prostatic urethra"
"55784","organ mucosa of prostatic part of urethra","UBERON:0005015","mucosa of prostatic urethra"
"55785","organ mucosa of prostatic urethra","UBERON:0005015","mucosa of prostatic urethra"
"55786","prostatic part of urethra mucosa","UBERON:0005015","mucosa of prostatic urethra"
"55787","prostatic part of urethra mucosa of organ","UBERON:0005015","mucosa of prostatic urethra"
"55788","prostatic part of urethra mucous membrane","UBERON:0005015","mucosa of prostatic urethra"
"55789","prostatic part of urethra organ mucosa","UBERON:0005015","mucosa of prostatic urethra"
"55790","prostatic urethra mucosa","UBERON:0005015","mucosa of prostatic urethra"
"55791","prostatic urethra mucosa of organ","UBERON:0005015","mucosa of prostatic urethra"
"55792","prostatic urethra mucous membrane","UBERON:0005015","mucosa of prostatic urethra"
"55793","prostatic urethra organ mucosa","UBERON:0005015","mucosa of prostatic urethra"
"55794","prostatic urethral mucosa","UBERON:0005015","mucosa of prostatic urethra"
"55795","tunica mucosa urethrae prosticae","UBERON:0005015","mucosa of prostatic urethra"
"55796","lacrimal sac mucosa","UBERON:0005017","mucosa of lacrimal sac"
"55797","lacrimal sac mucosa of organ","UBERON:0005017","mucosa of lacrimal sac"
"55798","lacrimal sac mucous membrane","UBERON:0005017","mucosa of lacrimal sac"
"55799","lacrimal sac organ mucosa","UBERON:0005017","mucosa of lacrimal sac"
"55800","mucosa of organ of lacrimal sac","UBERON:0005017","mucosa of lacrimal sac"
"55801","mucous membrane of lacrimal sac","UBERON:0005017","mucosa of lacrimal sac"
"55802","organ mucosa of lacrimal sac","UBERON:0005017","mucosa of lacrimal sac"
"55803","lingual mucosa","UBERON:0005020","mucosa of tongue"
"55804","mucosa of organ of tongue","UBERON:0005020","mucosa of tongue"
"55805","mucous membrane of tongue","UBERON:0005020","mucosa of tongue"
"55806","organ mucosa of tongue","UBERON:0005020","mucosa of tongue"
"55807","tongue mucosa","UBERON:0005020","mucosa of tongue"
"55808","tongue mucosa of organ","UBERON:0005020","mucosa of tongue"
"55809","tongue mucous membrane","UBERON:0005020","mucosa of tongue"
"55810","tongue organ mucosa","UBERON:0005020","mucosa of tongue"
"55811","tunica mucosa linguae","UBERON:0005020","mucosa of tongue"
"55812","mucosa of nasal part of pharynx","UBERON:0005022","mucosa of nasopharynx"
"55813","mucosa of organ of nasal part of pharynx","UBERON:0005022","mucosa of nasopharynx"
"55814","mucosa of organ of nasopharynx","UBERON:0005022","mucosa of nasopharynx"
"55815","mucosa of organ of rhinopharynx","UBERON:0005022","mucosa of nasopharynx"
"55816","mucosa of rhinopharynx","UBERON:0005022","mucosa of nasopharynx"
"55817","mucous membrane of nasal part of pharynx","UBERON:0005022","mucosa of nasopharynx"
"55818","mucous membrane of nasopharynx","UBERON:0005022","mucosa of nasopharynx"
"55819","mucous membrane of rhinopharynx","UBERON:0005022","mucosa of nasopharynx"
"55820","nasal part of pharynx mucosa","UBERON:0005022","mucosa of nasopharynx"
"55821","nasal part of pharynx mucosa of organ","UBERON:0005022","mucosa of nasopharynx"
"55822","nasal part of pharynx mucous membrane","UBERON:0005022","mucosa of nasopharynx"
"55823","nasal part of pharynx organ mucosa","UBERON:0005022","mucosa of nasopharynx"
"55824","nasopharynx mucosa","UBERON:0005022","mucosa of nasopharynx"
"55825","nasopharynx mucosa of organ","UBERON:0005022","mucosa of nasopharynx"
"55826","nasopharynx mucous membrane","UBERON:0005022","mucosa of nasopharynx"
"55827","nasopharynx organ mucosa","UBERON:0005022","mucosa of nasopharynx"
"55828","organ mucosa of nasal part of pharynx","UBERON:0005022","mucosa of nasopharynx"
"55829","organ mucosa of nasopharynx","UBERON:0005022","mucosa of nasopharynx"
"55830","organ mucosa of rhinopharynx","UBERON:0005022","mucosa of nasopharynx"
"55831","rhinopharynx mucosa","UBERON:0005022","mucosa of nasopharynx"
"55832","rhinopharynx mucosa of organ","UBERON:0005022","mucosa of nasopharynx"
"55833","rhinopharynx mucous membrane","UBERON:0005022","mucosa of nasopharynx"
"55834","rhinopharynx organ mucosa","UBERON:0005022","mucosa of nasopharynx"
"55835","middle ear mucosa","UBERON:0005026","mucosa of middle ear"
"55836","middle ear mucosa of organ","UBERON:0005026","mucosa of middle ear"
"55837","middle ear mucous membrane","UBERON:0005026","mucosa of middle ear"
"55838","middle ear organ mucosa","UBERON:0005026","mucosa of middle ear"
"55839","mucosa of organ of middle ear","UBERON:0005026","mucosa of middle ear"
"55840","mucosa of tympanic cavity","UBERON:0005026","mucosa of middle ear"
"55841","mucous membrane of middle ear","UBERON:0005026","mucosa of middle ear"
"55842","organ mucosa of middle ear","UBERON:0005026","mucosa of middle ear"
"55843","tunica mucosa cavitatis tympanicae","UBERON:0005026","mucosa of middle ear"
"55844","lacrimal canalicular mucosa","UBERON:0005029","mucosa of lacrimal canaliculus"
"55845","lacrimal canaliculus mucosa","UBERON:0005029","mucosa of lacrimal canaliculus"
"55846","lacrimal canaliculus mucosa of organ","UBERON:0005029","mucosa of lacrimal canaliculus"
"55847","lacrimal canaliculus mucous membrane","UBERON:0005029","mucosa of lacrimal canaliculus"
"55848","lacrimal canaliculus organ mucosa","UBERON:0005029","mucosa of lacrimal canaliculus"
"55849","mucosa of organ of lacrimal canaliculus","UBERON:0005029","mucosa of lacrimal canaliculus"
"55850","mucous membrane of lacrimal canaliculus","UBERON:0005029","mucosa of lacrimal canaliculus"
"55851","organ mucosa of lacrimal canaliculus","UBERON:0005029","mucosa of lacrimal canaliculus"
"55852","mucosa of organ of upper lip","UBERON:0005031","mucosa of upper lip"
"55853","mucous membrane of upper lip","UBERON:0005031","mucosa of upper lip"
"55854","organ mucosa of upper lip","UBERON:0005031","mucosa of upper lip"
"55855","upper labial mucosa","UBERON:0005031","mucosa of upper lip"
"55856","upper lip mucosa","UBERON:0005031","mucosa of upper lip"
"55857","upper lip mucosa of organ","UBERON:0005031","mucosa of upper lip"
"55858","upper lip mucous membrane","UBERON:0005031","mucosa of upper lip"
